pebble_id,proxy_atom_id,x,y,z,radius,source_timestep
416,265,0.00400463,0.00500011,0.00331165,0.0005,350000
417,508,-0.00373222,0.00375535,0.00331379,0.0005,350000
418,151,0.000295338,0.000965649,0.00332842,0.0005,350000
419,269,-0.00293148,0.000229928,0.00335203,0.0005,350000
420,603,0.00316092,0.00353338,0.00335279,0.0005,350000
421,855,-0.000538095,-0.000459227,0.0033556,0.0005,350000
422,516,-0.00085512,0.0032434,0.00335851,0.0005,350000
423,631,-0.00328362,0.00500003,0.00338034,0.0005,350000
424,274,0.00412958,-0.00241196,0.00338843,0.0005,350000
425,435,0.000113036,-0.00257543,0.00338892,0.0005,350000
426,452,0.0050001,0.00497466,0.00340215,0.0005,350000
427,240,0.000767471,0.00411524,0.00340937,0.0005,350000
428,485,-0.000608739,0.00054339,0.00344088,0.0005,350000
429,249,-0.00415169,-0.0047586,0.00344101,0.0005,350000
430,602,0.00156891,-0.00235685,0.00344958,0.0005,350000
431,289,-0.00473401,0.00102549,0.00345173,0.0005,350000
432,364,0.000929462,-0.00412797,0.00345828,0.0005,350000
433,229,-0.0023106,-0.00383877,0.00346416,0.0005,350000
434,281,0.00500016,-0.000187198,0.00347297,0.0005,350000
435,278,0.00496065,-0.00499672,0.00347618,0.0005,350000
436,173,0.0048343,0.00230723,0.0034885,0.0005,350000
437,511,-0.00220469,-0.00500001,0.00351179,0.0005,350000
438,359,0.00500019,0.00387016,0.00351266,0.0005,350000
439,363,0.00202786,0.00260014,0.00351532,0.0005,350000
440,574,-0.00407279,-0.000459527,0.00352378,0.0005,350000
441,798,-0.00314708,0.00155959,0.00353213,0.0005,350000
442,891,0.00500013,-0.00194109,0.00353299,0.0005,350000
443,215,0.000386804,0.00194966,0.00353444,0.0005,350000
444,615,0.00141205,-0.00500003,0.00353889,0.0005,350000
